# Frequency data
# Format: token count percentage
2399 136 0.0136
8295 135 0.0135
8100 135 0.0135
2624 135 0.0135
5208 133 0.0133
3422 133 0.0133
3435 132 0.0132
3950 132 0.0132
694 132 0.0132
8820 132 0.0132
2256 131 0.0131
8435 131 0.0131
2904 131 0.0131
3584 131 0.0131
6221 130 0.013
9709 130 0.013
8853 129 0.0129
3220 129 0.0129
2139 129 0.0129
5832 129 0.0129
1699 129 0.0129
6913 129 0.0129
2456 129 0.0129
2432 129 0.0129
8467 129 0.0129
1328 128 0.0128
5782 128 0.0128
2179 128 0.0128
9349 128 0.0128
9041 128 0.0128
2288 128 0.0128
2565 128 0.0128
9892 128 0.0128
1906 128 0.0128
1789 128 0.0128
3027 127 0.0127
4587 127 0.0127
5415 127 0.0127
6105 127 0.0127
7003 127 0.0127
606 127 0.0127
5856 127 0.0127
8890 127 0.0127
7175 127 0.0127
8615 127 0.0127
2750 127 0.0127
7412 127 0.0127
5176 127 0.0127
5156 127 0.0127
177 126 0.0126
5075 126 0.0126
6253 126 0.0126
2293 126 0.0126
873 126 0.0126
1662 126 0.0126
1382 126 0.0126
5749 126 0.0126
2589 126 0.0126
3130 126 0.0126
3925 126 0.0126
3353 126 0.0126
2417 126 0.0126
3514 125 0.0125
9308 125 0.0125
2848 125 0.0125
4352 125 0.0125
4161 125 0.0125
1930 125 0.0125
7005 125 0.0125
7614 125 0.0125
5624 125 0.0125
3523 125 0.0125
6229 125 0.0125
1455 125 0.0125
29 125 0.0125
8593 125 0.0125
1272 125 0.0125
135 125 0.0125
8483 125 0.0125
9257 124 0.0124
8036 124 0.0124
1578 124 0.0124
1331 124 0.0124
693 124 0.0124
417 124 0.0124
6648 124 0.0124
4947 124 0.0124
886 124 0.0124
8787 124 0.0124
7766 124 0.0124
6595 124 0.0124
847 124 0.0124
5002 124 0.0124
3407 124 0.0124
9615 124 0.0124
6568 124 0.0124
7337 124 0.0124
3764 124 0.0124
7666 123 0.0123
7232 123 0.0123
9562 123 0.0123
9717 123 0.0123
635 123 0.0123
3064 123 0.0123
8960 123 0.0123
6572 123 0.0123
1773 123 0.0123
2091 123 0.0123
2119 123 0.0123
9581 123 0.0123
3543 123 0.0123
6608 123 0.0123
1267 123 0.0123
5850 123 0.0123
167 123 0.0123
2703 123 0.0123
3074 123 0.0123
4421 123 0.0123
9555 123 0.0123
1671 123 0.0123
7974 123 0.0123
4245 123 0.0123
6540 123 0.0123
5446 123 0.0123
7997 123 0.0123
7031 123 0.0123
3860 123 0.0123
8334 123 0.0123
8296 123 0.0123
1888 123 0.0123
6537 122 0.0122
254 122 0.0122
3681 122 0.0122
3003 122 0.0122
5000 122 0.0122
573 122 0.0122
8625 122 0.0122
6539 122 0.0122
8083 122 0.0122
4961 122 0.0122
8109 122 0.0122
3284 122 0.0122
8238 122 0.0122
641 122 0.0122
6621 122 0.0122
2719 122 0.0122
7201 122 0.0122
804 122 0.0122
9149 122 0.0122
6094 122 0.0122
1698 122 0.0122
3449 122 0.0122
3054 122 0.0122
3090 122 0.0122
9484 122 0.0122
6345 122 0.0122
4117 122 0.0122
7275 122 0.0122
3682 121 0.0121
9388 121 0.0121
6250 121 0.0121
3009 121 0.0121
6475 121 0.0121
3605 121 0.0121
5411 121 0.0121
9458 121 0.0121
4861 121 0.0121
412 121 0.0121
6169 121 0.0121
1953 121 0.0121
611 121 0.0121
4379 121 0.0121
7802 121 0.0121
2944 121 0.0121
3113 121 0.0121
352 121 0.0121
9228 121 0.0121
3545 121 0.0121
1898 121 0.0121
5959 121 0.0121
1982 121 0.0121
5146 121 0.0121
809 121 0.0121
7953 121 0.0121
1711 121 0.0121
1477 121 0.0121
24 121 0.0121
9122 121 0.0121
37 121 0.0121
4072 121 0.0121
7079 121 0.0121
542 121 0.0121
7686 121 0.0121
8463 121 0.0121
993 121 0.0121
7818 121 0.0121
4151 121 0.0121
6066 121 0.0121
2383 121 0.0121
1044 121 0.0121
9687 121 0.0121
84 121 0.0121
8489 121 0.0121
8032 120 0.012
5865 120 0.012
7967 120 0.012
3312 120 0.012
1586 120 0.012
2556 120 0.012
8699 120 0.012
4065 120 0.012
9447 120 0.012
5407 120 0.012
8628 120 0.012
6357 120 0.012
1813 120 0.012
6510 120 0.012
9001 120 0.012
6886 120 0.012
3281 120 0.012
9046 120 0.012
122 120 0.012
9747 120 0.012
8835 120 0.012
7671 120 0.012
7197 120 0.012
9174 120 0.012
8185 120 0.012
7482 120 0.012
6461 120 0.012
7176 120 0.012
1086 120 0.012
